class,s1,prob1,frame1,s2,prob2,frame2,s3,prob3,frame3,s4,prob4,frame4,s5,prob5,frame5,s6,prob6,frame6,s7,prob7,frame7,s8,prob8,frame8
member,hh ih z hh eh vcl f l aa cl b ae cl,0.872625,138,dh ax hh ao w ey ow cl p ix n z ix n uw ix hh y uw vcl jh cl ch ey m vcl b,0.749012,198,dh ow s iy cl t iy cl ch v ae y uw z f er s cl t ax vcl b aa l ix s cl ch iy dx ix,0.772505,235,dh ax vcl b ih vcl d ao vcl l ah v cl t ax cl ch uw ah n iy ow l vcl r ae vcl d aa,0.82693,244,ch aa cl k l ix en r ow z ix z n eh v er f ey l z er r ax m eh n ix cl g ih f cl,0.809672,248,dh sh aa r er v er v r ey dx ix n vcl d m ih n ix sh ix ng w ix cl p l ae sh ix z ax v s aw n vcl,0.806498,282,dh ax cl p r iy v iy ix s cl p iy cl k er cl p er z eh n ix dx eh m vcl b ih vcl y uw ix s er z ah l cl,0.705702,305,vcl g eh n iy z vcl b l aa cl s er s eh dx ix n r eh z en s ae cl ch r ih dx ix vcl g l ae s cl k l ao th ix n ey l vcl,0.861827,367
member,dh ix m iy dx iy ng ix z epi n aw ix vcl jh er n vcl,0.838928,143,dh iy eh m cl p r ix hh ae dx ix m iy n cl t eh m cl p,0.827962,152,hh aw cl p er m eh n aa dh eh r eh cl k ix vcl d,0.824933,171,k r ih dx ix cl k el ax cl k w ih m ix n iy vcl d s cl p r aa cl p er m ey n cl t ix n ix n cl,0.763727,225,t ih m cl t ey cl sh iy l ih cl t s iy m uw v ix z cl t oy s ax w iy cl,0.835476,243,ax vcl b aa r ax s m ah n ih f m s ah w ah n ih ng vcl g ow hh ow m vcl b ay vcl b ah epi,0.817319,282,iy v ih n eh n ix sh ix cl t uh cl k w ah n s eh cl f ow w ix vcl d hh iy cl k ix cl k ae cl ch,0.829346,307,s ih l v ow m ey hh ae v ax vcl b ow n ih n hh er cl t iy v w ah n m ih n ix n l ay vcl b ax cl k aa m dh ix n eh cl s cl,0.832707,360
member,n ow vcl b ah dx iy ih l s cl t ix dx iy dh,0.797609,143,k w eh n cl p l ae n ix vcl g r iy n vcl b iy n z ix n er v eh cl ch cl t ix vcl b el vcl g aa r,0.811489,238,ax l ah dh er hh ae n vcl b ae vcl g w ix vcl b iy ix s uw dx ix vcl b el vcl g ih f cl,0.861176,246,ih w ah s ix cl k y er vcl b ay en ow v er s ay z vcl d cl p ae vcl d l aa cl,0.898077,260,hh er cl k l aa s ix cl k el cl p er f ao r m ix n z vcl g ey n vcl d hh er cl k r ih dx ix cl k el ax cl k l ey,0.909884,294,w ih cl ch l ao ng aa r ix cl k el w ah z ow cl p ey cl k eh n iy dx ix cl k l eh er f ix cl k ey sh,0.885604,307,hh ix s f ey er cl t ix ow cl p ix n ix sh cl t ao r vcl b ay ey cl k ao s cl t iy m hh ix z vcl jh aa,0.874741,308,ih n m ow s cl k ey s ix z dh iy s oy l z er cl t ey cl k ix n ah cl p eh z l ih cl k w ix vcl z th r uw cl k ae cl p el er iy ae cl sh,0.850926,410
member,w iy v vcl d ah n aa r cl p aa r cl,0.884768,143,w iy cl p l ae n vcl d ix vcl b ih l vcl d ah n uw vcl b eh v r ix vcl jh cl p l ae n cl,0.885733,246,n ow m ao r cl k uh vcl d iy vcl d ih f eh n ix n s eh l f ix vcl g eh n s dh eh,0.827717,250,ax hh eh l f el l iy f l ix m ey vcl b ih n cl k l ow z ix n dh ax l eh dx,0.869444,259,dh ix cl t ae cl k s ix cl k ae vcl b r ow cl d aw n ix n cl k ao z ax cl t r ae f ix vcl jh ae,0.879588,279,eh dx ih cl k ih cl m ae n vcl d ey cl s cl k ax m cl p l ay ix n s w ax dh ix vcl g z ih s iy ng r eh vcl g y uw l ey sh en,0.813032,362,k ao r iy ix cl t ae cl k dh ix cl p r aa vcl jh eh cl k w ix th eh cl k s cl t er vcl d ix cl t er m ix n ey sh ix,0.820828,378,m ay vcl d ix z ay er z er s eh m cl p el vcl g ih vcl m iy w ah n ih n f ao r m ix dx ix v cl p eh er vcl g r ae f ao n dh ix s ah vcl jh ih cl,0.870986,404
member,n aa w ax n aa w ax z ix cl k eh vcl,0.873659,150,ah l aw iy cl ch cl ch aa l cl t eh hh ae v ax n ay s cl p aa cl,0.91689,248,dh ih cl g l uw ix uw z vcl d aw dx ax v dh ix cl t uw vcl,0.985312,281,ey l aa r vcl jh hh aw s hh ow l vcl d sil n iy vcl z l aa cl s ax v ax cl p l ay ix n s eh,0.941899,342,ey n uw ao r dx er eh z epi th r ah s cl t ih ng ix cl s eh l f eh n cl t uw vcl b iy ih,0.939356,368,eh n vcl d ix v eh l ax cl p ih ng f ih l m ax sil m eh n iy cl t aa cl k s ix cl k eh m ax cl k el z aa r y uw z cl,0.930039,372,y uw th ih ng s ah m vcl b aa dx iy ix z vcl g oy ng vcl d ix s cl t ae n vcl d ah cl p ix n ah aa dx iy eh n s ax m ey cl g ih l cl t ix f ey s eh,0.860395,426,dh iy ih n oy ih ng r ae cl k uw n z sil s l ih cl t eh n cl t uw f ih l z vcl g aa r vcl en eh v r iy n ay cl,0.992435,447
member,dh ih s w ah z iy z iy f er ah,0.841827,156,dh iy ix n ih m iy z cl k uw z iy n ih z ih cl k s cl k w ih z,0.830782,205,w ix th ih z cl k l ah vcl f uh dx iy m ay w uh l vcl b iy vcl g r ay f,0.87452,238,k aw n cl dh ix n ah m r eh v cl t iy s cl p uw n z ix v s oy s ao s dh eh y uw ae vcl,0.862245,287,dh ix r eh vcl p ih l z er ah v ay dx ix m eh n eh n ay er n cl k aa m cl p aw n vcl,0.847618,290,ix cl s epi n aa iy z iy dx ix cl k r iy ey ix l uw m ix n ey dx ix ng ix vcl z ae m cl p el,0.882444,292,dh ax l eh vcl jh ix s l ey cl ch er m eh cl t ix vcl jh ah vcl jh dh ix s cl t ey dx ix cl p ah vcl b ix cl k ix vcl jh ix cl k ey sh,0.837922,330,n ow vcl g r uw cl p uh v aa v ix s er z cl k ey m ih n f er m ao r s cl p ih r dx ix vcl d ix n ah n cl s iy ey sh en ix n ax vcl d aa cl t er,0.87453,456
member,n aa hh ih l cl ch ow cl f ix sh uw,0.827822,156,dh ix s cl p iy cl ch s ix m cl p ow z y ix m ay vcl b iy vcl g ih n m ah n vcl d,0.896801,262,dh ix m ih s cl p r ih n cl p ax v ow cl t ix n ix m iy dx iy ih cl d ix s cl k l ey m,0.873106,271,b iy cl k eh f el n aa cl t ax cl p l aw ow v ax dh ax f l aw er vcl b eh vcl d,0.925209,278,hh iy hh ae vcl ah l w ey z vcl b ih n ah m eh s iy ae n eh vcl g ax vcl jh ih n cl m ae,0.928431,321,r ih cl ch l uh cl k f ax s cl p aa dx ih vcl d hh ay iy n ih z ix n vcl jh ae vcl g w ay z aa n ix s ax f aa r,0.902802,355,sh iy hh ae vcl n ow w ey ix v n ow ix ng ix vcl b ae n cl s w ix dh er ix n aa cl p ix cl t uw n ix dx iy f ah m er dx er ix cl k s ih s cl t ix,0.873413,447,dh ix th ih cl k eh l m f aa r ix s epi w ax z epi n ih l iy ow v ax w eh l m vcl b ay vcl d ah cl ch eh l m vcl d ix z iy,0.895845,479
member,ax l aw iy sh cl ch aa dx ix hh ae v ix n ay s cl p aa,0.765615,162,dh ih cl g l uw z vcl d ah dx ax dh ix cl t uw,0.846029,174,dh ih s cl ch ey n jh ih z dh ax f ao r ih cl t ix n ix cl k w ey zh ix,0.747772,203,ax l aa r zh hh aw s hh ow n iy vcl z l aa cl s ax v ax cl p l ay ix n s ax,0.696817,211,ae s ah cl ch uw ae cl k s eh z ix n ey cl k er f er dh ax cl p iy cl p,0.817433,214,ix n ix v eh l cl p ix ng f ih l m eh n iy cl t aa cl k s ix cl k eh m ax cl k el z er y uw,0.797933,262,dh iy ih n oy ix n r ae cl k uw n s epi l ih cl t ix n cl t uw f ih l z vcl g aa r dx eh v er n,0.819902,272,t uw cl k aa r s cl k ix m ow v er cl k r eh s sil dh er cl k r ow m ax n vcl g l ae s f l ae sh ix,0.793617,296
member,aa l f ae l f ah z hh eh l th iy f ao,0.769742,162,w iy w ah l cl k m eh n iy n uw s cl t uw vcl en s iy cl ch y,0.813449,189,hh ix s ah vcl en vcl d iy cl p aa r zh er sh aa cl dh ix cl k ae s cl,0.823719,209,dh iy ae v ax l ae n sh cl t r ih vcl er dx ax m ay n er er th cl k w ey,0.769767,212,ax cl p r ow cl ch er ih n er v y uw w ix s cl t ae cl ch uw eh s cl k m cl p ow zh,0.846526,232,t eh n y er z ix vcl g ow dh ey vcl b l uw ah cl p s ax m ah v aa r vcl d ih cl ch ix,0.806958,233,dh ax s ey m sh ow dx er cl k uh vcl b iy vcl b ih l ix n cl t uw n ix m vcl b ey n cl m ax n ao vcl b ax l ow vcl g r aw n vcl b ah v,0.747413,325,f aa r m ao r f r iy cl k w ax n l iy ow v er iy dx iy ng ix z er z ah l ax v ax s ay cl k ax l aa dx ix cl k el cl k m cl p el sh,0.835556,385
member,w eh l dh eh n hh uw vcl b r ao dx ih,0.904625,163,ae n ey th ih n vcl d ih v hh iy s iy v eh m cl t,0.924937,216,hh aw w ih vcl jh uw iy v ae y uw w ey cl dh ih z ae l vcl jh ix vcl b r ey cl k ix cl k s cl p r eh sh ix,0.866906,311,t ao r n ey dx ih z aa f ix n d ix sh cl t r oy ey cl k er z ax f aa r m l ae n vcl,0.94318,339,dh eh cl t s cl t ih ng ih ng v ey cl p er w ix z cl k ao z vcl b ay cl k l ao r ay vcl v ey cl p er ix z ey sh,0.94526,375,p er hh ae cl s dh ih s ix z epi w ah cl g ih v dh iy ae vcl b er ey vcl jh ix n iy hh ix z aa vcl d eh er vcl b ih vcl n ix cl t,0.834737,383,w ax l y uw cl p l iy z vcl z ix s cl k r ay vcl dh iy vcl d iy aa dx ix cl p r ix vcl d ih cl k ix m eh n,0.784715,388,dh ix cl p r iy s cl k uw l er cl k uh vcl d en v er v el ay z hh er f iy l ih ng z ix vcl b aw cl dh iy ix m er vcl jh ix n s iy cl k ix n vcl d ih sh ix n,0.950909,501
member,hh er r ae dx ih cl p ah n cl ch r iy vcl d ah vcl b el vcl d hh ih,0.799424,166,hh iy eh cl f ao r eh cl k s cl t er eh vcl g z f er vcl b r eh cl f ax s cl,0.814015,199,jh ih s cl t r aa cl n ow dx ix s ih z ix n ih n iy s ix vcl jh eh sh cl ch ih n vcl b aa cl k,0.857047,273,s cl t ih m iy l ey dx iy n vcl d ix s cl k ah sh en z cl k iy cl p s cl t uw dx eh n cl s ax cl t ih n sh ix,0.79891,286,n ih vcl g l eh cl m iy n s cl p ih r ix cl ch el cl p er ae l ax s ix s ao r vcl d eh,0.793638,297,dh ix hh uh dx ix dh ix vcl jh iy cl p ax s cl t iy m iy ng ih n dh ax hh aa cl s ah,0.851327,327,dh ax m ow s r iy s ix vcl jh iy l aa vcl jh ix cl k el s er v ey f aw n s ay z m ix cl ae cl t ih v ix dx,0.868573,343,hh iy cl k ae n f ao r vcl g z ae m cl p el cl p ix z eh n cl t s ix vcl n ih f ix cl k ix n cl y uw dx ix v er s vcl d iy w ay vcl d ih sh uw s cl t ix dh ix s eh n ax cl,0.842252,462
member,iy dh er vcl b ae dx er n ao r w er,0.955889,166,hh ix z v oy s iy n vcl d th ih cl k ix n cl p er cl p ix s epi l ih,0.864174,235,dh ih cl g l uw uw z vcl d aw dx ix dh ix cl t uw vcl,0.962266,242,ax l aw iy cl ch cl ch ay l vcl jh ix hh ae v eh n ay s cl p aa cl,0.912434,258,ix l aa r vcl jh hh aw s hh ow l vcl n iy vcl z l aa cl s ax v ax cl p l ay ix n cl s ix,0.83164,268,dh iy ih n oy ng r ae cl k uw n s l ih cl t ix n ix f ih l z vcl g aa r dx en eh v r iy n ay,0.930122,322,ix n vcl d ix v eh l cl p iy ng f ih l m ih n iy cl t aa cl k s ix cl k eh m ax cl k el z aa r y uw z cl,0.915431,330,dh ix s ao r s ix z n ow n s ah dh ih r ix z n ow n ix s eh s ix dx iy dx iy r m uw v ix n s eh cl t ix s ay vcl r eh z ix vcl d uw,0.917502,501
member,ah dh er z epi w er ax f ih m er,0.949462,168,ih cl t s ih l iy vcl g el cl t ax cl p ow s cl t ey dx ix cl ch eh cl,0.876429,234,k l ae s cl p dh ix s cl k r uw ix n y er l eh f cl t hh ae y ax n vcl,0.863625,251,hh iy cl p ih cl t ah cl dh ax cl p aw dx er cl k ae n ax s cl t er ih n r ae n aw cl,0.964068,317,r ih m eh m vcl b er cl t uw ax l aw ay vcl d eh n ix cl k el cl t w ih n z cl t ix eh n cl t er f r iy l,0.944572,356,dh iy ae vcl d v er cl t ay z iy ng v er s ax v cl p l ih m ix th v er ay ix cl t iy s cl t ao r n eh v er cl ch ey n vcl jh ix,0.949653,429,m ih n iy w eh l cl p iy cl t ay cl k uw n z sil s cl p l er vcl jh vcl d ih n vcl b ao cl b ow th ix y aa cl t eh n ax s cl k uw n,0.934439,450,hh ih z cl p ax cl t r ey ix l ax v ax n eh vcl jh iy hh eh dx ix n dh ix cl k l aw vcl z aa r vcl d ix s cl t sil ih z v er cl ch el iy f l ao l ax,0.923697,533
member,dh ih s epi w ax z iy z iy f ao r ah,0.953433,171,ix cl t ix cl k eh m ax l ao ng cl t ay m cl t ax cl k m cl p ow z ix n s,0.819558,266,dh ix ae ng vcl g r iy vcl b oy ae n s er vcl b ix cl d ih vcl d en l uh cl k ah,0.887202,281,w ay eh l s w uh vcl d ae n iy ax l aw ah dh er z cl t ix vcl g,0.972592,294,k ah cl t ix s m ao l cl k ao n er ao f iy cl ch eh vcl,0.873493,317,dh ix cl k aw w aa n d er vcl d f ah m dh ax f aa r m l ae n vcl d ix n vcl b ix cl k ey m l ao s,0.914808,335,hh iy l ay cl t ix n ih cl p ih r l ow vcl b z ax v ah n s ax s cl p eh cl t ix ng v ih z ix vcl d er z ix cl dh ix z n iy vcl d el sh aa r cl t iy,0.869141,491,b ow th hh ae v eh cl k s el eh n ix n ix vcl g r ey sh en ax dh er f ih s cl k el cl t ae cl s cl k el eh cl sh en y er cl k ae l ix n vcl d er,0.845319,497
member,d ow n cl l uw z dh ix cl ch ah cl k,0.959919,173,hh aw ey n sh ix n ih z dh ih s ah vcl b w ey eh s cl k el ey dx,0.888946,234,w ix vcl g ah cl d r eh n cl ch f er m dh iy ah m ix n ix n er ah cl t ix vcl d r ey,0.844593,253,aa r cl k s cl p er m ax n cl s cl p aa z ix v aw cl k ah m w ax z ah n ix cl k s cl p eh cl t ix,0.832407,255,n eh s ix s eh er r iy cl t ae cl ch ix ng w ax z cl p uh dx ao n ax w ah n cl,0.877396,262,ey m ao s ih vcl g z ae vcl d ax l ao ng dh ix cl p ae th r uw aa dx ow z vcl g aa r vcl,0.964902,302,hh iy s cl t r ey cl en vcl d ah cl p el er cl n aw ah z dh ax vcl b ah f el ow hh ah n er cl k ey m cl k l ow s,0.886387,330,r aa vcl m ey vcl d hh ah ng vcl g eh r iy ix n vcl g uw l aa sh f er vcl d ih n er ix n vcl g uw s vcl b eh r iy cl p ay f er dx iy z er,0.89288,387
member,z ih dx ih n iy cl p ix ng l ay cl k ix cl d ow v er ow cl m iy,0.671195,173,dh ix dh ax cl k el s cl k aa l er z aa r vcl y uw hh ih s r,0.785455,189,w ax s er v r uw vcl b aa vcl p ay ae f cl t er r ey cl ch el s cl t aa cl,0.801785,226,dh ax vcl b l ih s ix dx iy ih n ow dx er ay ix dx iy vcl g ow hh ae n d ix n hh ae n vcl,0.845217,247,y ao w ix s cl k ix m ah cl w ax cl p ae f el aa vcl jh ix cl k el ix vcl g z ae m cl p el epi,0.794222,251,ix z ix s cl t ao r ey ix dh er ix n aa s r ix s f ay dx aa l ow v er ix vcl g ae,0.752367,280,dh ah z ae n cl s ix z el vcl b iy s cl t r ey f ao r w er dx ix f ix th ih ng cl dh ax m cl t er cl k eh r f ax l iy f er s cl,0.769314,378,ax f l ae sh ix l uw m ix n dh ix cl t r iy z ah z ix cl k er cl k ix vcl b ow l cl t w ih vcl d ix n s eh v el vcl d r eh cl sh en epi,0.852971,402
member,n iy dh er ih cl k n aa l ix vcl jh dh ix vcl g ih f cl,0.813642,175,d ix vcl d ae vcl d uw aa cl k ix vcl d eh m ix cl b ih dx ih,0.89989,184,dh ey ao l ax vcl g r iy dh ix cl dh iy eh s ey ix z vcl b eh r l iy ih n cl t eh l ax vcl jh ix vcl b,0.889945,294,k aa n eh n ax l vcl d r ih f cl t ix z ix vcl jh iy l aa vcl jh ix cl k el th ih r,0.827829,299,s epi m ae sh l ay cl b ao vcl z ix n er cl k ae sh v ae y uw w el vcl d ix m ih n ih sh cl t ix n ah th ih,0.8733,340,s cl k l ae s cl t ix cl k ae cl t ix cl t uw dx ix z vcl jh ah vcl jh vcl b ay s cl t ae n vcl d er dx ay s cl t eh s cl,0.875809,353,hh aw eh v er sil dh ih s ix n ao vcl g er el f iy s vcl d ih dx ih cl s cl p aa n cl s er z epi n ow vcl g uh vcl d w eh dx eh v,0.890983,410,ix n dh iy z vcl d ae m cl s er cl k en s cl t ae n s ix z sil hh iy w ih z ix n sil aa vcl z aa n vcl b eh cl t ix vcl d ix vcl b eh l ax cl n ix m ow n y,0.881537,472
member,m ey vcl b iy ih cl w ax vcl d w er cl k dh iy ah dh er w,0.864617,177,ax l oy y er w ah z ax cl p oy n ih vcl d eh cl k s ix cl k y uw hh er w ih,0.929262,236,ix cl k s cl p er ix m ih n cl w ix th aw dx ix f ix cl k s epi n ah m vcl b er ax v cl t r aa l,0.810898,264,w iy s ao ey cl t ay n iy ay s ix cl k el z vcl b iy l ow aa r uw,0.955931,280,dh ix cl t aa vcl l er f aw n d ix cl k l ae m sh eh l n y er dh ix cl k ae m cl p s ay cl,0.848627,281,hh ix z ih v vcl d r ao n vcl b ay w ay er dh iy ih n ix m iy f l uw ih n vcl d ix dh eh,0.848057,299,k ow aa cl p er ey sh en ax l ao ng w ax th ah n vcl d er s cl t ae n ix ng ax l iy v iy ey cl d s cl p uw ix cl,0.889881,330,dh ax hh ao n ih vcl d hh aw s epi w ax z ix hh ih cl sil d uw dx uw aw cl s cl t eh n iy ng ao dx iy ow v ih zh ix vcl b el ax f eh cl k,0.82115,382
member,hh aw dx uw oy s er z epi m ey cl p er l,0.946547,180,w ay cl k uh vcl en ey v vcl d ah m cl t ix m ao f ao n s ah m ah n eh l,0.893076,253,hh ih z f ih ng vcl g er z f ah m vcl b el vcl d ix cl k r aa s dh ax vcl b ae n vcl d ix vcl jh ix,0.806687,255,k eh n iy ey vcl jh ix n s iy ow v er th r ow ey l iy ix n f ao r s ix,0.861801,260,s ix vcl b er vcl b ax n hh aw z epi w ay v z sil ao f ix n s ah f er f er m dh ix vcl g ae vcl b hh ae v ix,0.861852,315,g uh vcl d s er v ix s sil sh uh vcl b iy r w ao r dx ix vcl b ay vcl b ih vcl g cl t ih cl p,0.866327,315,dh ax cl t r ay eh m f ih n cl w oy er ix vcl g z ih vcl b ix dx ih vcl n ay iy v hh eh r ow ix z ax,0.915813,322,n ow cl k eh m ix cl k el f er dx ax l ay z er z ix n cl p oy z en ax s ix n s eh cl t ix s ay vcl z ix n f ah ng vcl d ix s ay vcl z er y uw z vcl,0.874657,467
member,dh ih s epi w ah z iy z iy f ao r ah,0.912776,185,hh eh l ow vcl b ao s hh iy s eh dx ix ng vcl g r ih n vcl,0.967386,204,ih cl s ih l iy vcl g el vcl d ax cl p ow s cl t ey dx ix cl ch eh cl,0.86716,209,ow y eh s sil hh iy cl t ao cl t ix vcl b aw cl d uw iy ng s,0.897408,231,r iy m eh m er cl t uw ax l aw ay vcl d eh n ix cl k el cl t w ih n z cl t uw eh n cl t er f r iy l,0.88673,306,m eh n iy w eh l th iy cl t ay cl k uw n s cl p l er jh vcl ix n vcl b ao cl b ow th ix y aa ih n ix s cl k uw n,0.890805,362,dh iy ae vcl v er cl t ay z iy ng v er s ax v cl p l ih m ix f er ay dx ix s cl t ao r n eh v er cl ch ey n vcl jh ix,0.886996,376,n iy dh er hh ih z ae cl p ax cl t ay cl s sil hh ih z ix cl k z ae s er vcl b ey sh en z sil n ao r hh ih z vcl d ix s cl p eh r w er cl k ih n cl t ix y ao er,0.825064,526
member,b ah dx eh v r iy vcl b ah dx iy cl k aa l sh ix vcl jh uw n y,0.889201,186,t aa cl z iy n y ix z epi r eh r l iy hh eh v cl k r ix cl k ix cl t s cl t ey ix m,0.841853,264,ao r ix n vcl jh vcl jh uw s cl t ey s f ah n iy ae f cl t er cl t uw th cl p ey s cl,0.852924,271,sh iy ae s epi w ax th er r eh cl p er cl t ao r ix el vcl g l iy m ix n er,0.952997,285,aa f ix n y el vcl g ih vcl b ae cl m ao r dh ix n y uw cl p uh dx ih ix,0.824927,287,r eh vcl g ih dx er cl t ih n ix n cl s ix s eh l vcl d ax m r ix cl k w aa er,0.829649,299,hh aa r vcl b z vcl b er th vcl d ey cl k er s f r ih cl k el ix l m f ay n cl k s vcl g ih v ix,0.750724,347,ah cl k aa n s eh cl t ix v er s cl p aa n cl s ax vcl b ih l ax cl t iy ix z ix n cl p r aa s eh s ax v aa r cl t ix cl k ih l ey sh en ax s cl t ae vcl b ix sh epi m cl,0.83259,566
member,l ay cl k ih z vcl g l ao s iy vcl b l ae cl k hh eh,0.911948,187,k ah dx ao f eh v r iy vcl b ih l vcl d ih ng ae cl dh ax s eh v ix n f l ao,0.865815,232,w iy y uw cl p l iy z vcl d ix s cl k r ay vcl dh iy ih dx iy aa dx ix cl p er vcl d ih cl k ix m ix n,0.798749,276,hh aw w uh vcl jh uw ax v ae y uw ey cl dh ix s ae l vcl jh ix vcl b r ey cl k ix cl k s cl p r eh sh,0.879008,283,dh ae s cl t iy ng iy ng v ey cl p er w ax s cl k ao z vcl b ay cl k l ao r ay vcl v ey cl p r ix z ey sh ix,0.884403,331,t ao r n ey dx ow z aa f ix n vcl d ix s cl t r oy ey cl k er z ax v f aa r m l ae n vcl,0.843493,336,w uh dx ix vcl d s cl t r iy m v ae l iy z ih n dh ax f ow l vcl z ax v er th w ix vcl b iy s ey v vcl,0.846776,339,dh ax cl p r iy s cl k uw l er cl k uh dx en v er vcl b ax l ay z er f iy dx ix ng z ax vcl b aw cl dh iy ix m er vcl jh en s iy cl k ix n vcl d ih sh en,0.856814,484
member,ay iy dx iy ng y ow vcl g er y m ey l ih v l ao ng vcl g,0.886186,191,ay vcl d iy ih z ah dh ax th r uw w ey cl t ix n ow w eh,0.865901,196,dh ih er m ey n vcl d l ay f l ao ng f r eh n z en cl k m cl p ae n ix n,0.829237,227,k l ih s vcl d ix s cl p l ey w ax z en z cl p l ey s cl t ah n ax s cl k r iy,0.806261,230,dh ax f r ay en ch ay l vcl w ax z vcl jh eh l iy s ax vcl d uw vcl b ay z vcl b ih vcl b r ah dh,0.851532,265,dh iy ow v er w ey cl ch aa r m er cl k ax cl t s l uh cl p oy z en ix n cl t eh n iy w ax n z cl t,0.871338,328,w ah n ah cl m ih sh ih cl p ix z cl p r ae cl t ix s vcl b ay vcl b el s ay vcl z ix n ax cl t ow el w ao,0.851624,335,r ah n iy ng r aw n ih n ax m uw n l ay cl ow m ow s epi n ey cl k ix dx ix n s l ix vcl g iy ng ix m ae n w ax th ax r aa cl,0.820689,338
member,dh ax f el m uw n sh ow n vcl b r ay cl l iy dh ae cl n ay,0.895301,191,m uw v dh ix vcl g aa r vcl b ix vcl jh n ih er cl t ix dh ax l aa r vcl jh epi w ih n vcl d,0.824779,206,t uw m ix cl ch cl k er iy aa s cl t iy cl k en vcl g ih y ix n cl t ix cl t r ah vcl b,0.776637,221,ay ay dx ix m ay z ao l ax cl k aw n cl s en m ay ey vcl jh en cl s,0.847279,235,eh dx eh n iy r ey ix cl sh ih z ix z hh aw ix n ix cl t er ix w iy aa,0.826977,255,dh ax l ae cl k ix f hh iy cl k aa m cl p aw n ix vcl dh ix cl t eh n ix n z vcl g r iy v ix n s ih,0.853672,278,dh er s eh v r el s ao r s ix z ax v eh v ix dx eh n s aa n ax m ay cl k r ax m iy dx iy er ay ix n v ay er m ix n,0.823765,356,p r ay v ix l iy hh iy cl k r iy ey dx ih dx ix n m ae vcl n ix f ay dx ix n ih m ix vcl jh ix v ix n s eh l f ae z ax hh ay er dx ix s ae s ix,0.818046,402
member,hh aw m ah cl ch ax l aw ax n cl s cl t iy y uw vcl g eh cl,0.858434,194,hh aw ey n cl ch ix n ix z ix s ah vcl b w ey eh s cl k ax l ey dx,0.896512,245,w iy vcl ah cl d r eh n cl ch f r ah m iy ah n ix n cl t epi r eh cl t ix vcl d r ey,0.862409,271,k ix n cl th er m ow n uw cl k l iy er w ao r vcl b iy s eh dx ao f vcl b ay ae cl k s ix dx eh n cl,0.849805,303,ah m aa th z ih vcl g z ae vcl d ax l ao ng dh ax cl p ae th epi th r uw aa dx ow z vcl g aa r vcl,0.967559,341,ix cl l ae cl ch ix z w ix n y uw cl k l ow z ix cl t s ax s cl t ey ix z l ao ng ix zh y uw l ay cl,0.872177,346,aa r cl k s cl p ih er m ix n cl s cl p aa z ih v aw cl k ah m w ix z ah n ix cl k s cl p eh cl t ix,0.894365,347,d ey v iy m ae th y uw s sil ih cl s cl t ix s vcl g ah s cl t ix ng w ey y er aa l iy s iy dx ih,0.822339,395
member,k aa r l ih v s ix n ax l ay v l iy hh ow,0.964668,194,d r ao iy cl ch vcl g r ae f ax n ix n uw ae cl k s ix,0.877113,253,b er th ey cl p aa r dx iy z hh ae v cl k ah cl k ey cl k s ix n ay s cl k r iy,0.854408,285,ix n dh ax l ao ng r ah n sil ix cl p ey z cl t ix vcl b ay cl k w aa l ax dx iy cl k l ow dh iy,0.925537,303,l ay cl ih z ih f ih w er vcl b ih l cl ax v vcl b uh cl,0.802064,315,sh iy ao ix z vcl jh iy ow cl k s ax vcl b aw cl t uw m ah cl ch vcl g aa r l ix cl ih n ih z f uw,0.85841,317,dh ih vcl b ae dx er iy m iy dx iy ix n vcl g r ey dx iy cl k w ix v ax l ix n cl sil w ix z y uw z vcl d ix n vcl d ae dx eh n ae l ax s ix s ix n ih s cl t ah dx,0.866646,449,hh ae v ey cl t eh s cl t r ah n ao n dh ax f ae m l iy f er s cl t sil t uw vcl b iy sh er cl t ay m iy n s iy z iy n aa r,0.958938,478
member,ae n s ow hh ix w ao cl k cl t ey m l ih s ix vcl g eh,0.825096,197,en dh eh r w ix z aa l s ow ix vcl d ao vcl g uh vcl d ih ng vcl g ow vcl d ah cl,0.759482,225,k eh n iy ey vcl jh ix n s iy ow v ax th r ow ey l iy ix m f ao r s ix,0.825689,278,g uh vcl d s er v ix sh uh vcl b iy r ix w ah dx ix vcl b ay vcl b ih vcl g cl t ih cl p,0.82209,283,s ah v er vcl b ix n hh aw s epi w ay v z aa f en s ah f er f er m dh ix vcl g ae vcl b hh ae vcl b ix cl,0.787889,314,dh ix cl t r ae m f ax n w oy y er ix vcl g z ix vcl b ix vcl d ih vcl n ay iy v hh eh r ow ix z ax,0.779785,341,ax cl k ao r dx ix ng cl t ix m ay ix n cl t er cl p ix cl t eh sh epi dh ix cl p r aa v ax m cl t uw l ay n z epi m ah s vcl b iy cl p er cl p en vcl d ix cl k ix l,0.830803,392,p r iy f s epi n ih cl p s ix v ae cl sh ax l ih v eh n cl s epi w ix sh ow n sil p er ey vcl s cl t ae n s ix z s cl t r iy cl s iy n,0.79453,449
